"","TIME","A","Bb","B","C","C#","D","Eb","E","F","F#","G","Ab"
"1850",85.86739229,0.000287899,1.32748,0.0100328,1.35413,0.0102227,1.19736,2.21386,0.192794,0.593766,0,1.46721,1.08061
"1851",85.9138322,0.0384368,1.43399,0.015131,1.39371,0.0111919,1.10596,2.55304,0.0738356,0.408914,0,1.10908,0.885119
"1852",85.960272109,0.0771712,1.5889,0.00329923,1.55922,0,0.929302,2.65537,0.0640126,0.480454,0,1.11495,0.595347
"1853",86.006712018,0.00584408,1.52458,0.00362462,1.73097,0,0.70034,2.81637,0.0194935,0.462655,0,1.67549,0.181292
"1854",86.053151927,0,1.26553,0.00075669,1.42129,0.0153338,0.708818,2.84622,0.0060033,0.289569,0.223127,2.6207,0.14529
"1855",86.099591837,0.000232263,0.786094,0,1.49404,0.0243743,0.730426,2.53342,0.00920867,0.045326,0.168973,3.19641,0.121408
"1856",86.146031746,0.000238791,0.307773,0.0815563,1.90626,0.0522586,0.562262,2.34962,0.0546165,0.00764049,0.0889399,3.30652,0.0393969
"1857",86.192471655,0.0103324,0.0403456,0,2.18769,0.0398704,0.760607,1.78408,0.455358,0.145634,0,3.52138,0.105318
"1858",86.238911565,0,0,0.0744157,2.33746,0.0226028,0.857256,1.5542,0.58859,0.299796,0,3.25298,0.130642
"1859",86.285351474,0,0.00164325,0.139406,2.70971,0.0143365,0.891433,1.4621,0.58879,0.205353,0,2.90499,0.210673
"1860",86.331791383,0.0182761,0.115335,0.00681603,3.23161,0.0165497,0.916838,1.51833,0.641046,0.346942,0,2.66319,0.144505
"1861",86.378231293,0.197235,0.282342,0.0448676,3.15237,0.0109181,0.666434,1.24438,0.798481,1.36043,0.261416,1.71216,0.103648
"1862",86.424671202,0.213665,0.449095,0.00924964,2.98719,0.00153711,0.534802,0.857511,0.693191,2.04539,0.646178,0.395131,0.259018
"1863",86.471111111,0.235388,0.228676,0.0029767,2.73948,0.0168878,0.381049,0.464182,0.847728,2.54102,0.703485,0.59456,0.455701
"1864",86.51755102,0.394959,0.210121,0.000676874,2.52788,0.0304173,0.211239,0.271912,0.318204,3.1723,0.699882,0.0159311,0.683635
"1865",86.56399093,0.226402,0.622461,0,2.21455,0.0937253,0.136284,0.106565,0.0873525,3.66635,0.0773952,0.189425,1.2387
"1866",86.610430839,0.22523,0.620023,0,2.12553,0.304875,0.481981,0.0873149,0.139836,3.56889,0.0187022,0.366614,1.43433
"1867",86.656870748,0.168861,0.593995,0,2.0435,0.00886105,1.02635,0.0631441,0.190587,3.33394,0.0342079,0.427121,1.72682
"1868",86.703310658,0.0822671,0.370199,0,2.39698,0,1.28229,0.0386399,0.295227,3.03315,0.0268407,0.335665,1.6799
"1869",86.749750567,0.0533182,0.303106,0,2.51992,0,1.02861,0.0371314,0.400511,3.4175,0.0215649,0.507934,1.5049
"1870",86.796190476,0.0617786,0.0758229,0.0225402,2.59724,0.0281811,0.390168,0.0365381,0.293712,3.95865,0.0211458,0.504855,1.40468
"1871",86.842630385,0.00604848,0.0655534,0.000427942,2.65243,0.0355211,0.231196,0.0426503,0.0359045,3.89145,0.0277723,0.599498,1.57451
"1872",86.889070295,0,0.335167,0,2.59889,0.0365614,0.638797,0.045619,0.125143,3.20059,0.0335141,1.03022,1.79908
"1873",86.935510204,0.143015,0.501865,0.0117781,2.58146,0,1.23012,0.0407733,0.710929,2.02132,0.0328256,1.26449,1.92091
"1874",86.981950113,0.47391,0.440295,0.0815083,2.22042,0.00168973,1.79465,0.0226469,0.735763,1.57614,0.0844804,1.0216,1.92189
"1875",87.028390023,0.557646,0.463151,0.129866,1.77116,0.00200659,2.06684,0.00117221,0.664399,1.71716,0.178113,0.511157,1.79658
"1876",87.074829932,0.519685,0.460387,0.173552,1.38663,0.0965786,1.8989,0.0108076,0.559691,1.73307,0.762286,0,1.35509
"1877",87.121269841,0.570586,0.350703,0.339198,1.38258,0.34054,0.82666,0.0736208,0.528397,1.9175,1.27071,0.3282,0.854636
"1878",87.167709751,0.400604,0.00203903,0.278203,1.86476,0.364525,0.501629,0.0364447,0.434373,2.12499,1.35658,1.18174,0.720071
"1879",87.21414966,0.533262,0,0.260386,2.27716,0.2862,0.578452,0,0.174128,2.20679,0.991994,1.9086,0.74958
"1880",87.260589569,0.764371,0,0.256206,2.4039,0,0.387251,0,0.0353963,2.24434,0.245574,2.19786,0.8094
"1881",87.307029478,0.814479,0,0.258855,2.33432,0,0.337791,0,0.0331951,2.3786,0.0293261,2.19443,0.691129
"1882",87.353469388,0.789752,0.000302582,0.256124,2.27934,0,0.351537,0.00550467,0.0319772,2.40412,0.0292701,2.10116,0.357104
"1883",87.399909297,0.626616,0.00028459,0.234219,2.25256,0,0.761441,0.171798,0.0270859,2.32941,0.0297174,2.17963,0
"1884",87.446349206,0.499983,0.000172955,0.190861,2.01747,0,1.12583,0.255015,0.0224236,2.67986,0.0302694,2.29355,0
"1885",87.492789116,0.686233,0.000322312,0.0908639,1.79306,0,1.13799,0.276162,0.0214715,3.72514,0.0306774,1.82658,0
"1886",87.539229025,0.926537,3.36068e-05,0.00785292,2.00006,0,0.885346,0.290727,0.0234767,4.38469,0.0354544,0.463397,0.135104
"1887",87.585668934,0.95408,0,0,2.08452,0.0514936,0.567766,0.199249,0.63293,4.12432,0.0433325,0,0.767166
"1888",87.632108844,0.547317,0,0,2.01052,0.0977951,0.867781,0.128059,0.703272,3.94623,0.0600482,0,1.02873
"1889",87.678548753,0.382031,0,0.0296697,1.92497,0.0115627,1.08621,0.107928,0.612372,3.92613,0.0950674,0,1.01685
"1890",87.724988662,0.213253,0,0.115305,1.95496,0,1.09091,0.0965035,0.561351,3.80287,0.123558,0.0312788,0.789178
"1891",87.771428571,0.142658,0,0.161501,1.763,0.0625274,0.397833,0.057305,0.603837,3.78152,0.0871303,0.229261,0.712008
"1892",87.817868481,0.0997834,0.000441943,0.171389,1.49275,0.245054,0.202822,0.131763,0.800456,3.70731,0.0012734,0.17037,1.12004
"1893",87.86430839,0.0518492,0.00303299,0.21124,1.42723,0.327758,0.399678,0.317296,0.900332,3.64409,0.0617158,0.424869,1.21934
"1894",87.910748299,0.177643,0.0841294,0.161364,1.32543,0.326711,0.419653,0.47684,0.56581,3.71593,0.0844255,0.76315,1.16494
"1895",87.957188209,0.434577,0.390681,0.252666,1.27511,0.226225,0.478353,0.502712,0.0589396,3.73524,0.0387682,0.891689,1.07103
"1896",88.003628118,0.508868,0.774674,0.274574,1.32259,0.110405,0.56175,0.296082,0.049293,3.79209,0,0.984412,0.849345
"1897",88.050068027,0.541369,0.782689,0.236406,1.73454,0.115512,0.49644,0.443352,0.0403861,3.70651,0,1.16957,0.444693
"1898",88.096507937,0.601331,0.000133175,0.177249,1.94359,0.0944108,0.480024,0.437308,0.408261,3.50413,0,1.45029,1.08067
"1899",88.142947846,0.621756,0,0.125198,1.6324,0.0594148,0.799142,0.609124,0.617925,3.15374,0,1.71486,1.01422
"1900",88.189387755,0.785839,0,0.0557723,1.25372,0.1348,0.815308,0.728883,0.682708,2.88102,0,1.63756,0.983939
"1901",88.235827664,0.978565,0,0.00110155,1.38514,0.186079,0.897999,0.930047,0.633197,2.85958,0,1.04121,0.753198
"1902",88.282267574,1.05486,0.000605652,0.00912137,1.66027,0.216974,0.45748,1.28527,0.846796,2.19882,0.0294249,0.918892,0.45142
"1903",88.328707483,0.582162,0.0014987,0.0276851,1.60501,0.492555,0.313131,1.28454,1.10686,1.59789,0.0847447,0.684801,0.485458
"1904",88.375147392,0.0940856,0.000802011,0.0930315,1.56862,0.487727,0.376875,1.05637,1.21019,1.58592,0.124055,0.530842,0.855991
"1905",88.421587302,0.35217,0.349379,0.00294503,1.84661,0.333667,0.376553,0.924825,1.1831,1.48055,0.0799497,0.861085,0.895481
"1906",88.468027211,0.712242,0.616883,0.0239671,2.13852,0.227287,0.459637,0.739068,0.936248,2.05265,0.0217363,0.976404,0.855499
"1907",88.51446712,0.941994,0.542921,0.0517433,1.95518,0.0555912,0.509887,0.711675,0.728741,2.63454,0,1.05846,0.775515
"1908",88.560907029,0.925608,0.152783,0.0953491,2.04494,0.00854484,0.493004,0.992011,0.429837,3.23055,0,0.86362,0.528059
"1909",88.607346939,0.191317,1.07942,0.117427,1.67668,0,0.438652,0.706897,0.147995,3.4473,0.0503208,0.586381,0.653355
"1910",88.653786848,0.110812,1.27208,0.0951535,1.45233,0,0.412192,0.59813,0.0445786,3.38345,0.0358919,0.771365,0.541046
"1911",88.700226757,0.0384421,1.48324,0.0584869,1.49293,0,0.448318,0.633739,0.0508901,3.24753,0,0.889944,0.888033
"1912",88.746666667,0.017975,1.64442,0.0210305,1.50306,0.0134149,0.376509,0.560089,0.00563067,3.07959,0,0.903013,1.31665
"1913",88.793106576,0.061321,1.93214,0.0212007,1.52948,0,0.305103,0.618445,0.00296544,2.77731,0,0.77821,1.0126
"1914",88.839546485,0.217714,1.91263,0.36266,1.26485,0,0.406168,0.823632,0.0208716,2.45971,0,0.585042,0.135247
"1915",88.885986395,0.224973,1.40379,0.4322,1.25593,0,0.661145,1.06323,0.092953,2.0771,0.377047,0.354216,0.171144
"1916",88.932426304,0.220616,0.994796,0.329159,1.36612,0.0326244,0.805854,1.61843,0.380195,1.51702,0.4208,0.204593,0.046275
"1917",88.978866213,0.315913,0.385495,0,0.984141,0.219746,1.46343,1.95418,0.744769,1.15721,0.422115,0,0.21865
"1918",89.025306122,0.323595,0.759234,0,0.734803,0.141041,2.2451,1.39107,0.728195,1.13555,0.36223,0.226961,0.70787
"1919",89.071746032,0.278237,0.791051,0,1.33884,0.0612236,2.67879,0.819004,0.691732,1.39477,0.323085,0.379814,0.717921
"1920",89.118185941,0.280193,0.392978,0,1.79516,0.00743472,2.83998,0.364256,0.638509,1.91301,0.122533,0.431468,0.726148
"1921",89.16462585,0.547358,0.123769,0.000318401,1.6452,0.0107222,2.39118,0.823566,0.587994,2.05745,0,0.458654,0.696014
"1922",89.21106576,0.64534,0.135822,0.00315413,1.29365,0.0124523,2.53138,1.00977,0.612487,1.89865,0,0.351602,0.68984
"1923",89.257505669,1.0512,0.0459221,0.00280217,1.69052,0.0186066,2.43908,1.25046,0.877053,1.28899,0.137966,0.0752316,0.572117
"1924",89.303945578,1.14093,0.014681,0.00206711,1.65561,0.482648,2.51246,0.767026,0.675876,1.15244,0.204235,0.369585,0.738189
"1925",89.350385488,1.08003,0.00182575,0.0785591,1.70837,0.0478966,2.83163,0.0779274,0.427035,1.39257,0.350324,0.136396,1.33444
"1926",89.396825397,1.05213,0.000503559,0.00108991,1.68848,0.037457,2.95729,0.0226602,0.376944,1.41854,0.74222,0.0977852,1.57841
"1927",89.443265306,0.965487,0,0.000430822,1.51534,0.0337168,3.11495,0,0.478218,1.49971,1.00615,0.0330352,1.77597
"1928",89.489705215,0.855352,0,2.59362e-05,1.26981,0.0310785,3.473,0,0.553913,1.48394,1.13057,0.0285245,2.00257
"1929",89.536145125,0.874177,0.00564747,0.00904608,1.36862,0.0312527,3.54692,0.00258175,0.476444,1.2787,1.11409,0.0544683,2.2271
"1930",89.582585034,0.866334,0.00259665,0.0158759,1.39921,0.0232168,3.62401,0.121816,0.400391,1.33716,1.05023,0,2.15745
"1931",89.629024943,0.836181,0.0589946,0,1.41882,0.0299603,3.58364,0.242278,0.342084,1.34616,1.03934,0.0241575,1.99029
"1932",89.675464853,0.823189,0.0524865,0,1.26886,0.0527432,3.53483,0.222687,0.411772,1.33249,0.994695,0.245519,1.7839
"1933",89.721904762,0.643244,0.223728,0.135486,1.27238,0.12028,3.43015,0.197596,0.614834,1.27992,0.935993,0.325844,1.17768
"1934",89.768344671,0.405225,0.395936,0.341905,1.42251,0.245217,3.23993,0.681324,0.622015,0.885545,0.603209,0.473725,1.0772
"1935",89.81478458,0.207977,0.596209,0.149453,1.44446,0.210176,2.70574,1.85665,0.288853,0.698835,0.416774,0.498358,1.30859
"1936",89.86122449,0.210959,0.89353,0.00648301,1.41623,0.0953531,1.66065,2.67942,0.106117,0.788173,0.329536,0.467672,1.83437
"1937",89.907664399,0.0843589,0.838466,0.00134801,1.36696,0.0723981,1.21596,3.03707,0,0.804307,0.259237,0.50879,1.92738
"1938",89.954104308,0.205162,0.869149,0.00299622,1.44721,0.0316019,1.47318,3.01792,0.0471639,0.76934,0.166396,0.679912,1.86841
"1939",90.000544218,0.495462,0.968486,0.00349902,1.41515,0.0741523,1.79157,2.83105,0.0949346,0.803733,0.0519589,0.587093,1.55995
"1940",90.046984127,1.44439,0.253396,0.00114084,1.36561,0.0847277,1.80431,2.95176,0.103517,0.934899,0,0.184179,1.08142
"1941",90.093424036,1.55886,0.252485,0.000727503,1.15956,0.118609,1.88998,2.74667,0.100808,0.930613,0,0.17382,1.02605
"1942",90.139863946,1.50697,0.259253,0.00282221,1.05658,0.176883,2.06166,2.52304,0.0946286,0.998396,0,0.105296,1.02338
"1943",90.186303855,1.5372,0.210824,0.00280221,0.994389,0.211905,2.25351,2.00804,0.0849316,0.931558,0.26443,0,1.13633
"1944",90.232743764,1.69896,0.166799,0.00137897,1.07901,0.221449,2.42039,1.57367,0.0731955,1.21965,0.44945,0,1.17356
"1945",90.279183673,1.6746,0.232501,0,1.14712,0.108827,3.03802,0.761877,0.123458,1.65744,0.445725,0.0468096,1.24153
"1946",90.325623583,1.68699,0.102273,0.00430963,1.0577,0,3.53613,0.173431,0.131405,1.81534,0.462194,0.409086,1.22116
"1947",90.372063492,1.39076,0.0760483,0,1.06956,0.0776517,3.70392,0.343225,0.607598,1.63959,0.522875,0.565855,1.19653
"1948",90.418503401,1.21397,0.649112,0,1.07863,0.0939894,3.37891,0.676407,0.6551,1.08044,0.534133,0.66452,1.17641
"1949",90.464943311,1.22357,0.710118,0,1.01647,0.0271023,3.17843,0.992508,0.666372,0.885157,0.505635,0.733528,1.05255
"1950",90.51138322,1.40842,0.559383,0,0.98826,0,3.12506,1.12076,0.624681,0.716637,0.481359,0.744023,0.946789
"1951",90.557823129,1.66066,0.0343123,0,0.762017,0.00724789,3.0119,0.49655,0.668101,0.477082,0.451773,0.554071,1.27606
"1952",90.604263039,1.19974,0.0374654,0.0965768,0.504671,0.246036,2.55007,0.0456994,1.0793,0.22035,0.652467,0.354762,1.54629
"1953",90.650702948,0.957022,0.0467106,0.0737433,0.472874,0.349913,2.54925,0.0266496,1.25257,0.0736374,0.6881,0.356073,1.59829
"1954",90.697142857,1.18242,0.161609,0.00234654,0.334139,0.294219,2.92945,0.0574768,1.0818,0.0643027,0.69993,0.295761,1.37236
"1955",90.743582766,1.6157,0.356478,0.00276045,0.135179,0.0301175,3.72471,0.0630833,0.673234,0.0723038,0.855161,0.4521,1.21579
"1956",90.790022676,1.67821,0.388138,0.00303585,0.366595,0,3.69683,0.140839,0.472489,0.298601,0.386529,1.05608,1.12266
"1957",90.836462585,1.70749,0.0706381,0,0.801944,0.031304,3.61671,0.24093,0.27386,0.370561,0.404808,0.815614,0.82715
"1958",90.882902494,1.34801,0.205866,0,0.696817,0.0269989,3.21958,0.310007,0.461507,0.963995,0.41118,0.60512,1.03793
"1959",90.929342404,1.0047,0.170743,0,0.575617,0.0280623,2.82517,0.639928,0.599122,0.890999,0.173337,0.647074,1.25066
"1960",90.975782313,0.497586,0.130922,0,0.434506,0.0222718,3.01286,0.821802,0.669211,0.696975,0.107275,0.81534,1.09413
"1961",91.022222222,0.266826,0.0294676,0,0.793735,0.0954141,3.31939,0.632611,0.722643,0.414496,0.17978,1.07988,0.715027
"1962",91.068662132,0.45564,0.0101029,0,1.18448,0.146149,3.18547,0.353738,0.779564,0.0112287,0.287628,1.06126,0.576456
"1963",91.115102041,0.69859,0,0.00125481,1.63156,0.168307,1.95168,0.92245,1.17299,0.0772412,0.469119,0.825532,0.719249
"1964",91.16154195,0.691092,0.000146398,0.00177196,1.50631,0.524353,1.14533,0.96532,1.29587,0.193319,0.597965,0.741146,1.05021
"1965",91.207981859,0.790851,0.321589,0.00275357,1.23036,0.534837,1.33329,0.916469,1.29564,0.235387,0.638875,0.692934,1.01438
"1966",91.254421769,0.842252,0.502785,0.00283153,1.39081,0.234345,2.49362,0.332125,0.98554,0.405356,0.21546,1.01548,1.17505
"1967",91.300861678,1.00023,0.438409,0.00133067,1.301,0.0131841,3.17415,0.145646,0.590576,0.459439,0.0518051,1.28421,1.25813
"1968",91.347301587,1.01849,0,0,1.20987,0.00959565,3.05305,0.660414,0.25587,0.596981,0.0716354,1.25377,1.25625
"1969",91.393741497,1.0488,1.20275,0,1.25908,0,2.55071,0.824766,0.0854607,0.70731,0.0935744,0.67204,1.23054
"1970",91.440181406,0.904955,1.42738,0.000538957,1.40484,0,2.16412,0.819505,0.07246,0.968781,0.0624441,0.542356,1.05902
"1971",91.486621315,0.611191,1.62854,0.000514353,1.37809,0.00406579,1.96413,0.598808,0.0588805,1.34732,0,0.665317,0.799801
"1972",91.533061224,0.310939,1.80282,0.000796198,1.27119,0,2.14668,0.525964,0.0227124,1.41247,0.000478195,0.893155,0.626604
"1973",91.579501134,0.122641,2.03228,0.0029876,0.954315,0.345898,2.12795,0.525911,0.00899326,1.18585,0.051947,0.993703,0.294399
"1974",91.625941043,0,2.05201,0.0776774,0.875549,0.592512,1.84132,0.302628,0.0155902,0.992576,0.485207,1.49111,0.291325
"1975",91.672380952,0.000341873,1.32919,0.0236936,1.17986,0.528787,1.8246,0.944203,0.023053,0.890881,0.649932,0.94599,1.26795
"1976",91.718820862,0.0940293,0.844882,0.000522856,1.35397,0.352102,1.72206,1.28299,0.421539,0.834913,0.385828,0.354473,1.83899
"1977",91.765260771,0,0,0,1.58377,0.189169,1.69174,1.49333,0.640565,0.588079,0.140097,0.184872,2.97553
"1978",91.81170068,0,0.496958,0,1.40758,0.0189587,2.00086,1.35567,0.697599,0.257873,0.0636938,0.0740971,3.07186
"1979",91.85814059,0,0.493548,0,1.52039,0.0223135,2.15099,1.14842,0.629235,0.238532,0.0742969,0.0216541,2.67469
"1980",91.904580499,0.0417337,0.361806,0,1.73504,0.0334471,2.11848,0.971085,0.567476,0.2374,0.0799795,0.104584,2.40405
"1981",91.951020408,0.151917,0.0513996,0,1.77985,0.0431168,2.1758,0.392207,0.380485,0.308246,0.00887144,0.118679,3.0956
"1982",91.997460317,0.229771,0,0,1.79103,0.00385857,2.14322,0.269094,0.324316,0.034402,0.0078182,0.256507,3.43746
"1983",92.043900227,0.128419,0.00091804,0,1.84024,0,2.14791,0.46027,0.293982,0.00261583,0.022483,0.503878,3.50548
"1984",92.090340136,0.0730472,0.00185654,0,1.68595,0.00764094,2.05234,0.792355,0.232868,0.482115,0.00501378,0.144231,3.46965
"1985",92.136780045,0.0868951,0.0289849,0.00304595,1.37597,0,1.49882,1.34758,0.506707,0.245259,0.215047,0.24826,3.48107
"1986",92.183219955,0.201706,0.000203514,0.153823,1.0341,0,1.05085,1.2872,0.807512,0.161873,0.147601,0.376173,3.35248
"1987",92.229659864,0.137632,0,0.797406,1.10767,0,1.11955,1.03923,0.91772,0.279011,0.143586,0.902078,3.05842
"1988",92.276099773,0,0,1.44874,0.928248,0,1.1909,0.747244,0.972596,0.315679,0.12081,2.17197,2.52719
"1989",92.322539683,0,0,1.96682,0.644323,0,1.52904,0.347508,0.99923,0.224452,0.100178,3.21409,1.98329
"1990",92.368979592,0,0,2.1735,0.11318,0,1.7241,0.317978,1.0991,0.153831,0.0793455,3.78578,1.52811
"1991",92.415419501,0,0,2.29655,0.0169698,0.00982168,1.71666,0.295031,0.965933,0.0910759,0.07088,3.81742,1.47166
"1992",92.46185941,0,0,2.57059,0.35491,0,0.917757,0.834717,0.822414,0.284626,0.0951594,3.02103,1.40819
"1993",92.50829932,0,0,2.43125,0.53769,0,0.313719,1.06648,0.988467,0.25177,0.468991,1.91262,1.6194
"1994",92.554739229,0,0.00650986,1.83631,0.584208,0,0.243597,0.913964,1.04726,0.125023,0.554263,0.384862,2.67754
"1995",92.601179138,0,0,1.16997,0.707022,0,0.288087,0.735956,1.09231,0.0707342,0.211834,0.233604,3.08589
"1996",92.647619048,0,0,1.00795,0.744502,0,0.835871,0.576316,1.04557,0.0449368,0.0949898,0.368846,3.2896
"1997",92.694058957,0,0,1.53408,0.416298,0,1.20658,0.577939,0.879816,0.0977336,0.0920908,0.72411,3.38324
"1998",92.740498866,0,0,1.67824,0.114078,0.00802145,1.31685,0.779404,0.885783,0.337084,0.074536,0.896336,3.27657
"1999",92.786938776,0.469679,0.000728994,1.25516,0.133718,0.0020259,1.53902,0.814815,0.802077,0.600098,0.0681347,0.990466,2.89611
"2000",92.833378685,0.676749,0.00234638,1.23208,0.174374,0.00207038,1.33642,0.763543,0.506809,0.662145,0.0758378,1.06605,2.25237
"2001",92.879818594,0.723413,0.00291044,1.50351,0.204959,0,1.13321,0.639039,0.350204,0.515685,0.0721849,1.15278,2.05762
"2002",92.926258503,0.652052,0.00281938,1.76514,0.210458,0,1.15357,0.570657,0.154737,0.959954,0.0690051,1.17652,2.01575
"2003",92.972698413,0.490843,0.00247249,1.98799,0.194159,0,1.34744,0.400388,0.0290223,1.55267,0.0697664,1.14754,2.11893
"2004",93.019138322,0.3279,0.00136968,2.19421,0.15956,0,1.57345,0.364193,0.00110652,1.80535,0.0776468,1.53547,1.97869
"2005",93.065578231,0.178446,0,2.29858,0.0982468,0,1.83479,0.28474,0,1.82655,0.0898626,2.53018,1.6141
"2006",93.112018141,0.074396,0,2.43203,0.0329488,0,1.91653,0.190283,0.0226611,1.73969,0.098773,3.55185,0.930775
"2007",93.15845805,0,0,2.29485,0,0,1.79932,0.158953,0.823461,1.33982,0.106493,3.74809,0.576639
"2008",93.204897959,0,0,2.04435,0,0.00196868,1.8929,0.317468,0.880298,1.00714,0.0968267,3.6949,0.641367
"2009",93.251337868,0,0.00841941,1.88154,0.00232958,0.00716654,2.07844,0.292411,0.833436,0.838019,0.0415807,3.50324,0.836911
"2010",93.297777778,0,0.184209,1.77064,0.0828045,0.00773623,2.05046,0.216614,0.782353,0.622356,0,3.39858,1.00564
"2011",93.344217687,0.000122018,0,1.87686,0.200434,0.00487795,1.84917,0.0996331,0.741136,0.701157,0.0742178,3.24843,1.35481
"2012",93.390657596,0.00463007,0.000309468,1.57231,0.242011,0.280012,0.646514,0.365779,1.17427,0.610134,0.0956912,3.08159,1.40458
"2013",93.437097506,0,0.00105471,1.31615,0.248476,0.487949,0.554272,0.483692,1.41662,0.544153,0.0688814,3.05567,1.30617
"2014",93.483537415,0,0.108218,1.30623,0.26114,0.322021,0.682218,0.581507,1.11909,0.845106,0.0742793,3.08243,1.21426
"2015",93.529977324,0,0.401832,1.77453,0.242244,0.147886,1.1672,0.510732,0.460394,0.928859,0.0202126,3.1437,1.29487
"2016",93.576417234,0,0.124082,2.49742,0.214597,0.0114903,1.39999,0.631763,0.03942,1.25379,0,3.25443,0.897974
"2017",93.622857143,0.000279964,0.0559423,2.69645,0.183116,0.0337555,0.931473,1.08698,0,1.24669,0,3.43918,0.222748
"2018",93.669297052,0.0244167,0,2.68775,0.162733,0.0287795,0.707507,1.49319,0.101443,1.32074,0,3.46164,0.0608074
"2019",93.715736961,0.0664223,0,2.34372,0.150601,0.0295119,0.628706,1.38144,0.712918,0.781116,0,3.56154,0.558901
"2020",93.762176871,0.00461863,0,2.12279,0.101518,0.0287223,1.01115,1.18007,0.92091,0.394533,0,3.64152,0.719404
"2021",93.80861678,0,0,2.13431,0.0296804,0.0319011,1.17551,1.34891,0.925924,0.381306,0,3.68716,0.578898
"2022",93.855056689,0.0510474,0.000338104,2.04594,0.0170451,0.127472,0.695556,1.74821,0.888306,0.420074,0.0590184,3.67136,0.33167
"2023",93.901496599,0,0.00068387,1.97733,0.0616689,0.248274,0.771324,1.72,0.863655,0.492673,0.106744,3.42812,0.472649
"2024",93.947936508,0,0.000365944,1.95341,0.111874,0.212237,0.810192,1.56357,0.879349,0.554325,0.0885148,3.2987,0.789173
"2025",93.994376417,0.00590082,0.00156348,1.82963,0.133473,0.156565,0.830218,1.59233,1.00978,0.5727,0.0506185,3.4759,0.745202
"2026",94.040816327,1.2447e-05,0.216918,1.92107,0.169761,0.0588254,1.21401,1.48406,0.736438,0.941719,0,3.51488,0.669784
"2027",94.087256236,0.243647,0.152064,2.21727,0.113761,0.00756576,1.38666,1.27594,0.275072,1.38499,0,3.46482,0.702236
"2028",94.133696145,0.529991,0,2.46536,0.0419444,0.0157171,1.3576,1.2228,0.0873368,1.72921,0,3.17382,0.913439
"2029",94.180136054,0.488386,0.98704,1.73331,0.0104995,0,1.64872,0.748405,0.00213577,2.05245,0.02679,2.84724,1.02933
"2030",94.226575964,0.332593,1.26013,1.5354,0.00578494,0,1.92178,0.688985,0.0200004,2.18877,0.0345662,2.39683,0.673028
"2031",94.273015873,0.427008,1.29805,1.76356,0.0173954,0,1.92511,0.655034,0,2.4154,0.0784263,1.65717,0.455643
"2032",94.319455782,0.576779,1.3901,1.76198,0.0637433,0,1.79191,0.428919,0,2.98066,0.0535702,1.09757,0.355419
"2033",94.365895692,0.69266,1.36677,1.68358,0.192769,0,1.69181,0.181869,0,3.34926,0,1.00443,0.205682
"2034",94.412335601,0.763752,1.32271,1.62256,0.341669,0,1.72414,0.134636,0.0285928,3.45482,0,1.09564,0.127843
"2035",94.45877551,0.781529,1.22531,1.68097,0.422002,0.00350715,1.77516,0.11098,0.0634091,3.43524,0,1.21416,0.136693
"2036",94.50521542,0.756817,0.582585,2.03457,0.2987,0.10799,1.64293,0.557037,0.067479,3.41932,0,0.944405,2.26917e-07
"2037",94.551655329,0.915005,0.115026,1.99602,0.204939,0.166541,1.62558,0.689968,0.954224,2.94765,0.00123856,0.946368,0.0367713
"2038",94.598095238,0.82057,0.290703,2.05285,0.130916,0.0723522,1.98228,0.561345,0.959922,2.66933,0.00276905,1.00831,0.299173
"2039",94.644535147,0.683784,0.239152,2.10013,0.119273,0.0181369,2.38257,0.31007,0.889443,2.66172,0.0026489,1.09451,0.246937
"2040",94.690975057,0.61751,0.130378,2.10668,0.264653,0.0183536,2.54055,0.174761,0.804332,2.74854,0.00231832,1.10879,0.214083
"2041",94.737414966,0.592175,0,2.27557,0.456574,0.0115094,2.37833,0.233415,0.718575,2.88797,0.00835962,0.995965,0.275224
"2042",94.783854875,0.711217,0.00360215,2.3218,0.624829,0.000404615,1.97576,0.400378,0.775917,2.93952,0.0851966,0.720249,0.370172
"2043",94.830294785,0.861534,0.0474111,2.45627,0.490744,0,1.89631,0.482485,0.705849,3.11217,0.223454,0.322166,0.35667
"2044",94.876734694,1.25419,0,2.4365,0.493735,0.033614,2.09632,0.334665,0.40998,3.3375,0.0837516,0.00509092,0.359063
"2045",94.923174603,1.42253,0.0328358,2.05692,0.661752,0.533265,2.16822,0.150393,0.536892,2.8251,0.0658726,0.00200185,0.429314
"2046",94.969614512,1.25522,0.0716476,2.01605,0.873207,0.647722,2.26016,0.157004,0.577127,2.2657,0.12206,0.200531,0.383921
"2047",95.016054422,1.0929,0.00684509,1.91968,0.942459,0.615942,2.26374,0.340189,0.535696,1.89068,0.165513,0.984445,0.307821
"2048",95.062494331,0.743679,0.000504464,1.97029,0.890558,0.288318,2.20022,0.609228,0.579509,1.61569,0.107074,1.99948,0.224407
"2049",95.10893424,0.163559,0,2.04878,0.726505,0.0463775,1.99113,1.15869,0.558646,1.50846,0,2.72833,0.262641
"2050",95.15537415,8.95472e-05,0.109456,1.742,0.744895,0.0981024,1.66711,1.62287,0.49016,1.29024,5.03629e-05,2.87821,0.27134
"2051",95.201814059,0.50583,0.175197,1.03405,1.32236,0.10538,0.62581,1.68584,0.0934697,1.1189,0.0119279,2.60115,0.461122
